Request id,Pickup point,Driver id,Status,Request Date & Time,Drop Date & Time,Request Date,Request Time,Drop Date,Drop Time,Request Hour,Time Slot,Trip Completed
5855,City,157,Cancelled,15/07/2016 09:06:46,NA,15/07/2016,9:06:46,NA,NA,9,Morning,No
76,City,158,Cancelled,07/11/2016 04:45:00,NA,11/7/2016,4:45:00,NA,NA,4,Late Night,No
366,City,158,Cancelled,07/11/2016 08:04:00,NA,11/7/2016,8:04:00,NA,NA,8,Morning,No
371,City,158,Cancelled,07/11/2016 08:07:00,NA,11/7/2016,8:07:00,NA,NA,8,Morning,No
3564,Airport,158,Cancelled,13/07/2016 18:18:27,NA,13/07/2016,18:18:27,NA,NA,18,Evening,No
181,City,159,Cancelled,07/11/2016 05:46:00,NA,11/7/2016,5:46:00,NA,NA,5,Morning,No
1503,City,159,Cancelled,07/12/2016 05:39:00,NA,12/7/2016,5:39:00,NA,NA,5,Morning,No
1863,City,159,Cancelled,07/12/2016 09:55:00,NA,12/7/2016,9:55:00,NA,NA,9,Morning,No
175,City,160,Cancelled,07/11/2016 05:45:00,NA,11/7/2016,5:45:00,NA,NA,5,Morning,No
1749,City,160,Cancelled,07/12/2016 08:33:00,NA,12/7/2016,8:33:00,NA,NA,8,Morning,No
2781,City,160,Cancelled,13/07/2016 04:42:20,NA,13/07/2016,4:42:20,NA,NA,4,Late Night,No
319,City,161,Cancelled,07/11/2016 07:33:00,NA,11/7/2016,7:33:00,NA,NA,7,Morning,No
439,City,161,Cancelled,07/11/2016 08:55:00,NA,11/7/2016,8:55:00,NA,NA,8,Morning,No
4201,City,162,Cancelled,14/07/2016 05:32:02,NA,14/07/2016,5:32:02,NA,NA,5,Morning,No
736,City,163,Cancelled,07/11/2016 15:27:00,NA,11/7/2016,15:27:00,NA,NA,15,Day,No
929,Airport,163,Cancelled,07/11/2016 18:24:00,NA,11/7/2016,18:24:00,NA,NA,18,Evening,No
1793,City,163,Cancelled,07/12/2016 09:13:00,NA,12/7/2016,9:13:00,NA,NA,9,Morning,No
5926,City,163,Cancelled,15/07/2016 10:05:36,NA,15/07/2016,10:05:36,NA,NA,10,Day,No
345,City,164,Cancelled,07/11/2016 07:52:00,NA,11/7/2016,7:52:00,NA,NA,7,Morning,No
1051,Airport,164,Cancelled,07/11/2016 19:44:00,NA,11/7/2016,19:44:00,NA,NA,19,Evening,No
3213,City,164,Cancelled,13/07/2016 09:44:32,NA,13/07/2016,9:44:32,NA,NA,9,Morning,No
3841,Airport,164,Cancelled,13/07/2016 21:33:23,NA,13/07/2016,21:33:23,NA,NA,21,Evening,No
4168,City,164,Cancelled,14/07/2016 05:05:31,NA,14/07/2016,5:05:31,NA,NA,5,Morning,No
4657,Airport,164,Cancelled,14/07/2016 12:00:32,NA,14/07/2016,12:00:32,NA,NA,12,Day,No
5272,City,164,Cancelled,14/07/2016 21:30:10,NA,14/07/2016,21:30:10,NA,NA,21,Evening,No
5765,City,164,Cancelled,15/07/2016 08:18:13,NA,15/07/2016,8:18:13,NA,NA,8,Morning,No
261,City,165,Cancelled,07/11/2016 06:42:00,NA,11/7/2016,6:42:00,NA,NA,6,Morning,No
525,City,165,Cancelled,07/11/2016 09:52:00,NA,11/7/2016,9:52:00,NA,NA,9,Morning,No
1500,City,165,Cancelled,07/12/2016 05:32:00,NA,12/7/2016,5:32:00,NA,NA,5,Morning,No
1640,City,165,Cancelled,07/12/2016 07:18:00,NA,12/7/2016,7:18:00,NA,NA,7,Morning,No
2885,City,165,Cancelled,13/07/2016 05:54:55,NA,13/07/2016,5:54:55,NA,NA,5,Morning,No
4386,City,165,Cancelled,14/07/2016 07:48:25,NA,14/07/2016,7:48:25,NA,NA,7,Morning,No
1190,Airport,166,Cancelled,07/11/2016 21:13:00,NA,11/7/2016,21:13:00,NA,NA,21,Evening,No
1549,City,166,Cancelled,07/12/2016 06:02:00,NA,12/7/2016,6:02:00,NA,NA,6,Morning,No
2834,City,166,Cancelled,13/07/2016 05:22:30,NA,13/07/2016,5:22:30,NA,NA,5,Morning,No
2862,City,166,Cancelled,13/07/2016 05:41:33,NA,13/07/2016,5:41:33,NA,NA,5,Morning,No
3054,City,166,Cancelled,13/07/2016 07:48:31,NA,13/07/2016,7:48:31,NA,NA,7,Morning,No
3405,Airport,166,Cancelled,13/07/2016 15:13:47,NA,13/07/2016,15:13:47,NA,NA,15,Day,No
4153,City,166,Cancelled,14/07/2016 04:59:16,NA,14/07/2016,4:59:16,NA,NA,4,Late Night,No
5424,City,166,Cancelled,15/07/2016 02:13:08,NA,15/07/2016,2:13:08,NA,NA,2,Late Night,No
6561,Airport,166,Cancelled,15/07/2016 21:08:41,NA,15/07/2016,21:08:41,NA,NA,21,Evening,No
1623,City,167,Cancelled,07/12/2016 06:58:00,NA,12/7/2016,6:58:00,NA,NA,6,Morning,No
2061,City,167,Cancelled,07/12/2016 15:05:00,NA,12/7/2016,15:05:00,NA,NA,15,Day,No
3183,City,167,Cancelled,13/07/2016 09:20:52,NA,13/07/2016,9:20:52,NA,NA,9,Morning,No
240,City,168,Cancelled,07/11/2016 06:29:00,NA,11/7/2016,6:29:00,NA,NA,6,Morning,No
1011,Airport,168,Cancelled,07/11/2016 19:08:00,NA,11/7/2016,19:08:00,NA,NA,19,Evening,No
1755,City,168,Cancelled,07/12/2016 08:40:00,NA,12/7/2016,8:40:00,NA,NA,8,Morning,No
1893,City,168,Cancelled,07/12/2016 10:17:00,NA,12/7/2016,10:17:00,NA,NA,10,Day,No
177,City,169,Cancelled,07/11/2016 05:48:00,NA,11/7/2016,5:48:00,NA,NA,5,Morning,No
1162,Airport,169,Cancelled,07/11/2016 20:43:00,NA,11/7/2016,20:43:00,NA,NA,20,Evening,No
1456,City,169,Cancelled,07/12/2016 04:56:00,NA,12/7/2016,4:56:00,NA,NA,4,Late Night,No
1472,City,169,Cancelled,07/12/2016 05:08:00,NA,12/7/2016,5:08:00,NA,NA,5,Morning,No
3024,City,169,Cancelled,13/07/2016 07:32:06,NA,13/07/2016,7:32:06,NA,NA,7,Morning,No
903,City,170,Cancelled,07/11/2016 18:14:00,NA,11/7/2016,18:14:00,NA,NA,18,Evening,No
1969,Airport,170,Cancelled,07/12/2016 12:07:00,NA,12/7/2016,12:07:00,NA,NA,12,Day,No
3457,Airport,170,Cancelled,13/07/2016 17:00:06,NA,13/07/2016,17:00:06,NA,NA,17,Evening,No
4567,City,170,Cancelled,14/07/2016 09:46:31,NA,14/07/2016,9:46:31,NA,NA,9,Morning,No
4696,Airport,170,Cancelled,14/07/2016 13:05:58,NA,14/07/2016,13:05:58,NA,NA,13,Day,No
4695,City,170,Cancelled,14/07/2016 13:10:50,NA,14/07/2016,13:10:50,NA,NA,13,Day,No
77,City,171,Cancelled,07/11/2016 04:46:00,NA,11/7/2016,4:46:00,NA,NA,4,Late Night,No
3118,City,171,Cancelled,13/07/2016 08:38:14,NA,13/07/2016,8:38:14,NA,NA,8,Morning,No
3329,Airport,171,Cancelled,13/07/2016 12:24:55,NA,13/07/2016,12:24:55,NA,NA,12,Day,No
4403,City,171,Cancelled,14/07/2016 08:01:10,NA,14/07/2016,8:01:10,NA,NA,8,Morning,No
4406,City,171,Cancelled,14/07/2016 08:02:38,NA,14/07/2016,8:02:38,NA,NA,8,Morning,No
1828,City,172,Cancelled,07/12/2016 09:33:00,NA,12/7/2016,9:33:00,NA,NA,9,Morning,No
3084,City,172,Cancelled,13/07/2016 08:12:16,NA,13/07/2016,8:12:16,NA,NA,8,Morning,No
3890,Airport,172,Cancelled,13/07/2016 22:01:58,NA,13/07/2016,22:01:58,NA,NA,22,Evening,No
4410,City,172,Cancelled,14/07/2016 08:06:48,NA,14/07/2016,8:06:48,NA,NA,8,Morning,No
127,City,173,Cancelled,07/11/2016 05:10:00,NA,11/7/2016,5:10:00,NA,NA,5,Morning,No
3355,Airport,173,Cancelled,13/07/2016 13:26:29,NA,13/07/2016,13:26:29,NA,NA,13,Day,No
86,City,174,Cancelled,07/11/2016 04:51:00,NA,11/7/2016,4:51:00,NA,NA,4,Late Night,No
550,City,174,Cancelled,07/11/2016 10:04:00,NA,11/7/2016,10:04:00,NA,NA,10,Day,No
2275,City,175,Cancelled,07/12/2016 18:34:00,NA,12/7/2016,18:34:00,NA,NA,18,Evening,No
4399,City,175,Cancelled,14/07/2016 08:02:44,NA,14/07/2016,8:02:44,NA,NA,8,Morning,No
5598,City,175,Cancelled,15/07/2016 06:13:51,NA,15/07/2016,6:13:51,NA,NA,6,Morning,No
293,City,176,Cancelled,07/11/2016 07:07:00,NA,11/7/2016,7:07:00,NA,NA,7,Morning,No
355,City,176,Cancelled,07/11/2016 07:54:00,NA,11/7/2016,7:54:00,NA,NA,7,Morning,No
683,Airport,176,Cancelled,07/11/2016 13:40:00,NA,11/7/2016,13:40:00,NA,NA,13,Day,No
1490,City,176,Cancelled,07/12/2016 05:21:00,NA,12/7/2016,5:21:00,NA,NA,5,Morning,No
1796,City,176,Cancelled,07/12/2016 09:06:00,NA,12/7/2016,9:06:00,NA,NA,9,Morning,No
4529,City,176,Cancelled,14/07/2016 09:30:05,NA,14/07/2016,9:30:05,NA,NA,9,Morning,No
4536,City,176,Cancelled,14/07/2016 09:39:29,NA,14/07/2016,9:39:29,NA,NA,9,Morning,No
433,City,177,Cancelled,07/11/2016 08:57:00,NA,11/7/2016,8:57:00,NA,NA,8,Morning,No
1607,City,177,Cancelled,07/12/2016 06:41:00,NA,12/7/2016,6:41:00,NA,NA,6,Morning,No
3189,City,177,Cancelled,13/07/2016 09:32:49,NA,13/07/2016,9:32:49,NA,NA,9,Morning,No
4128,City,177,Cancelled,14/07/2016 04:42:38,NA,14/07/2016,4:42:38,NA,NA,4,Late Night,No
4197,City,177,Cancelled,14/07/2016 05:27:13,NA,14/07/2016,5:27:13,NA,NA,5,Morning,No
4524,City,177,Cancelled,14/07/2016 09:26:12,NA,14/07/2016,9:26:12,NA,NA,9,Morning,No
5871,City,177,Cancelled,15/07/2016 09:23:40,NA,15/07/2016,9:23:40,NA,NA,9,Morning,No
5912,City,177,Cancelled,15/07/2016 10:00:48,NA,15/07/2016,10:00:48,NA,NA,10,Day,No
2466,Airport,178,Cancelled,07/12/2016 20:34:00,NA,12/7/2016,20:34:00,NA,NA,20,Evening,No
2886,City,178,Cancelled,13/07/2016 06:01:35,NA,13/07/2016,6:01:35,NA,NA,6,Morning,No
5225,City,178,Cancelled,14/07/2016 21:06:59,NA,14/07/2016,21:06:59,NA,NA,21,Evening,No
6505,City,178,Cancelled,15/07/2016 20:35:06,NA,15/07/2016,20:35:06,NA,NA,20,Evening,No
2785,City,179,Cancelled,13/07/2016 04:50:41,NA,13/07/2016,4:50:41,NA,NA,4,Late Night,No
2806,City,179,Cancelled,13/07/2016 05:00:10,NA,13/07/2016,5:00:10,NA,NA,5,Morning,No
4459,City,179,Cancelled,14/07/2016 08:37:33,NA,14/07/2016,8:37:33,NA,NA,8,Morning,No
5653,City,179,Cancelled,15/07/2016 06:58:27,NA,15/07/2016,6:58:27,NA,NA,6,Morning,No
1650,City,180,Cancelled,07/12/2016 07:14:00,NA,12/7/2016,7:14:00,NA,NA,7,Morning,No
3745,Airport,180,Cancelled,13/07/2016 20:27:16,NA,13/07/2016,20:27:16,NA,NA,20,Evening,No
4796,Airport,180,Cancelled,14/07/2016 16:54:50,NA,14/07/2016,16:54:50,NA,NA,16,Day,No
2119,City,181,Cancelled,07/12/2016 16:41:00,NA,12/7/2016,16:41:00,NA,NA,16,Day,No
3013,City,181,Cancelled,13/07/2016 07:31:04,NA,13/07/2016,7:31:04,NA,NA,7,Morning,No
3126,City,181,Cancelled,13/07/2016 08:43:17,NA,13/07/2016,8:43:17,NA,NA,8,Morning,No
4235,City,181,Cancelled,14/07/2016 05:51:55,NA,14/07/2016,5:51:55,NA,NA,5,Morning,No
105,City,182,Cancelled,07/11/2016 04:58:00,NA,11/7/2016,4:58:00,NA,NA,4,Late Night,No
1747,City,182,Cancelled,07/12/2016 08:27:00,NA,12/7/2016,8:27:00,NA,NA,8,Morning,No
4134,City,182,Cancelled,14/07/2016 04:45:23,NA,14/07/2016,4:45:23,NA,NA,4,Late Night,No
217,City,183,Cancelled,07/11/2016 06:12:00,NA,11/7/2016,6:12:00,NA,NA,6,Morning,No
4478,City,183,Cancelled,14/07/2016 08:44:58,NA,14/07/2016,8:44:58,NA,NA,8,Morning,No
5248,City,183,Cancelled,14/07/2016 21:18:23,NA,14/07/2016,21:18:23,NA,NA,21,Evening,No
6032,Airport,183,Cancelled,15/07/2016 13:00:41,NA,15/07/2016,13:00:41,NA,NA,13,Day,No
4206,City,184,Cancelled,14/07/2016 05:34:56,NA,14/07/2016,5:34:56,NA,NA,5,Morning,No
4387,City,184,Cancelled,14/07/2016 07:54:18,NA,14/07/2016,7:54:18,NA,NA,7,Morning,No
113,City,185,Cancelled,07/11/2016 05:09:00,NA,11/7/2016,5:09:00,NA,NA,5,Morning,No
1558,City,185,Cancelled,07/12/2016 06:13:00,NA,12/7/2016,6:13:00,NA,NA,6,Morning,No
2180,Airport,185,Cancelled,07/12/2016 17:42:00,NA,12/7/2016,17:42:00,NA,NA,17,Evening,No
3661,Airport,185,Cancelled,13/07/2016 19:28:43,NA,13/07/2016,19:28:43,NA,NA,19,Evening,No
378,City,186,Cancelled,07/11/2016 08:08:00,NA,11/7/2016,8:08:00,NA,NA,8,Morning,No
790,Airport,186,Cancelled,07/11/2016 16:56:00,NA,11/7/2016,16:56:00,NA,NA,16,Day,No
1700,City,186,Cancelled,07/12/2016 07:58:00,NA,12/7/2016,7:58:00,NA,NA,7,Morning,No
3788,Airport,186,Cancelled,13/07/2016 20:50:21,NA,13/07/2016,20:50:21,NA,NA,20,Evening,No
480,City,187,Cancelled,07/11/2016 09:26:00,NA,11/7/2016,9:26:00,NA,NA,9,Morning,No
1632,City,187,Cancelled,07/12/2016 07:06:00,NA,12/7/2016,7:06:00,NA,NA,7,Morning,No
3101,City,187,Cancelled,13/07/2016 08:28:00,NA,13/07/2016,8:28:00,NA,NA,8,Morning,No
5706,City,187,Cancelled,15/07/2016 07:38:04,NA,15/07/2016,7:38:04,NA,NA,7,Morning,No
5772,City,188,Cancelled,15/07/2016 08:22:59,NA,15/07/2016,8:22:59,NA,NA,8,Morning,No
129,City,189,Cancelled,07/11/2016 05:10:00,NA,11/7/2016,5:10:00,NA,NA,5,Morning,No
3119,City,189,Cancelled,13/07/2016 08:35:33,NA,13/07/2016,8:35:33,NA,NA,8,Morning,No
3228,City,189,Cancelled,13/07/2016 09:58:28,NA,13/07/2016,9:58:28,NA,NA,9,Morning,No
1569,City,190,Cancelled,07/12/2016 06:21:00,NA,12/7/2016,6:21:00,NA,NA,6,Morning,No
1820,City,190,Cancelled,07/12/2016 09:24:00,NA,12/7/2016,9:24:00,NA,NA,9,Morning,No
1840,City,190,Cancelled,07/12/2016 09:37:00,NA,12/7/2016,9:37:00,NA,NA,9,Morning,No
4323,City,190,Cancelled,14/07/2016 07:00:12,NA,14/07/2016,7:00:12,NA,NA,7,Morning,No
4346,City,190,Cancelled,14/07/2016 07:21:06,NA,14/07/2016,7:21:06,NA,NA,7,Morning,No
5785,City,190,Cancelled,15/07/2016 08:32:49,NA,15/07/2016,8:32:49,NA,NA,8,Morning,No
6400,City,190,Cancelled,15/07/2016 19:18:51,NA,15/07/2016,19:18:51,NA,NA,19,Evening,No
224,City,191,Cancelled,07/11/2016 06:17:00,NA,11/7/2016,6:17:00,NA,NA,6,Morning,No
5913,City,191,Cancelled,15/07/2016 09:58:51,NA,15/07/2016,9:58:51,NA,NA,9,Morning,No
1833,City,192,Cancelled,07/12/2016 09:34:00,NA,12/7/2016,9:34:00,NA,NA,9,Morning,No
2902,City,192,Cancelled,13/07/2016 05:59:39,NA,13/07/2016,5:59:39,NA,NA,5,Morning,No
4239,City,192,Cancelled,14/07/2016 05:56:04,NA,14/07/2016,5:56:04,NA,NA,5,Morning,No
265,City,193,Cancelled,07/11/2016 06:47:00,NA,11/7/2016,6:47:00,NA,NA,6,Morning,No
833,Airport,193,Cancelled,07/11/2016 17:37:00,NA,11/7/2016,17:37:00,NA,NA,17,Evening,No
3249,City,193,Cancelled,13/07/2016 10:13:59,NA,13/07/2016,10:13:59,NA,NA,10,Day,No
4226,City,193,Cancelled,14/07/2016 05:46:51,NA,14/07/2016,5:46:51,NA,NA,5,Morning,No
5867,City,193,Cancelled,15/07/2016 09:19:33,NA,15/07/2016,9:19:33,NA,NA,9,Morning,No
684,City,194,Cancelled,07/11/2016 13:32:00,NA,11/7/2016,13:32:00,NA,NA,13,Day,No
718,City,194,Cancelled,07/11/2016 14:51:00,NA,11/7/2016,14:51:00,NA,NA,14,Day,No
4145,City,194,Cancelled,14/07/2016 04:56:49,NA,14/07/2016,4:56:49,NA,NA,4,Late Night,No
5489,City,194,Cancelled,15/07/2016 04:52:39,NA,15/07/2016,4:52:39,NA,NA,4,Late Night,No
5651,City,194,Cancelled,15/07/2016 07:00:08,NA,15/07/2016,7:00:08,NA,NA,7,Morning,No
290,City,195,Cancelled,07/11/2016 07:13:00,NA,11/7/2016,7:13:00,NA,NA,7,Morning,No
1030,Airport,195,Cancelled,07/11/2016 19:14:00,NA,11/7/2016,19:14:00,NA,NA,19,Evening,No
3062,City,195,Cancelled,13/07/2016 07:50:36,NA,13/07/2016,7:50:36,NA,NA,7,Morning,No
5635,City,195,Cancelled,15/07/2016 06:43:04,NA,15/07/2016,6:43:04,NA,NA,6,Morning,No
5828,City,195,Cancelled,15/07/2016 09:00:06,NA,15/07/2016,9:00:06,NA,NA,9,Morning,No
2823,City,196,Cancelled,13/07/2016 05:15:44,NA,13/07/2016,5:15:44,NA,NA,5,Morning,No
4558,City,196,Cancelled,14/07/2016 09:51:06,NA,14/07/2016,9:51:06,NA,NA,9,Morning,No
5494,City,196,Cancelled,15/07/2016 04:56:11,NA,15/07/2016,4:56:11,NA,NA,4,Late Night,No
5501,City,196,Cancelled,15/07/2016 05:07:36,NA,15/07/2016,5:07:36,NA,NA,5,Morning,No
526,City,197,Cancelled,07/11/2016 09:46:00,NA,11/7/2016,9:46:00,NA,NA,9,Morning,No
1887,City,197,Cancelled,07/12/2016 10:08:00,NA,12/7/2016,10:08:00,NA,NA,10,Day,No
2944,City,197,Cancelled,13/07/2016 06:33:43,NA,13/07/2016,6:33:43,NA,NA,6,Morning,No
4413,City,197,Cancelled,14/07/2016 08:07:44,NA,14/07/2016,8:07:44,NA,NA,8,Morning,No
4420,City,197,Cancelled,14/07/2016 08:13:50,NA,14/07/2016,8:13:50,NA,NA,8,Morning,No
5486,City,197,Cancelled,15/07/2016 04:51:17,NA,15/07/2016,4:51:17,NA,NA,4,Late Night,No
6010,City,197,Cancelled,15/07/2016 12:25:21,NA,15/07/2016,12:25:21,NA,NA,12,Day,No
277,City,198,Cancelled,07/11/2016 06:59:00,NA,11/7/2016,6:59:00,NA,NA,6,Morning,No
2148,City,198,Cancelled,07/12/2016 17:22:00,NA,12/7/2016,17:22:00,NA,NA,17,Evening,No
2802,City,198,Cancelled,13/07/2016 04:51:42,NA,13/07/2016,4:51:42,NA,NA,4,Late Night,No
4445,City,198,Cancelled,14/07/2016 08:36:44,NA,14/07/2016,8:36:44,NA,NA,8,Morning,No
546,City,199,Cancelled,07/11/2016 10:04:00,NA,11/7/2016,10:04:00,NA,NA,10,Day,No
1115,Airport,199,Cancelled,07/11/2016 20:23:00,NA,11/7/2016,20:23:00,NA,NA,20,Evening,No
3177,City,199,Cancelled,13/07/2016 09:13:12,NA,13/07/2016,9:13:12,NA,NA,9,Morning,No
5587,City,199,Cancelled,15/07/2016 05:58:50,NA,15/07/2016,5:58:50,NA,NA,5,Morning,No
5628,City,199,Cancelled,15/07/2016 06:34:40,NA,15/07/2016,6:34:40,NA,NA,6,Morning,No
6173,City,199,Cancelled,15/07/2016 16:45:26,NA,15/07/2016,16:45:26,NA,NA,16,Day,No
383,City,200,Cancelled,07/11/2016 08:21:00,NA,11/7/2016,8:21:00,NA,NA,8,Morning,No
749,Airport,200,Cancelled,07/11/2016 15:48:00,NA,11/7/2016,15:48:00,NA,NA,15,Day,No
5733,City,200,Cancelled,15/07/2016 07:51:13,NA,15/07/2016,7:51:13,NA,NA,7,Morning,No
18,City,201,Cancelled,07/11/2016 01:16:00,NA,11/7/2016,1:16:00,NA,NA,1,Late Night,No
2125,Airport,201,Cancelled,07/12/2016 16:52:00,NA,12/7/2016,16:52:00,NA,NA,16,Day,No
5522,City,201,Cancelled,15/07/2016 05:21:37,NA,15/07/2016,5:21:37,NA,NA,5,Morning,No
5895,City,201,Cancelled,15/07/2016 09:49:21,NA,15/07/2016,9:49:21,NA,NA,9,Morning,No
192,City,202,Cancelled,07/11/2016 05:56:00,NA,11/7/2016,5:56:00,NA,NA,5,Morning,No
1469,City,202,Cancelled,07/12/2016 05:05:00,NA,12/7/2016,5:05:00,NA,NA,5,Morning,No
1486,City,202,Cancelled,07/12/2016 05:20:00,NA,12/7/2016,5:20:00,NA,NA,5,Morning,No
2971,City,202,Cancelled,13/07/2016 06:53:00,NA,13/07/2016,6:53:00,NA,NA,6,Morning,No
4331,City,202,Cancelled,14/07/2016 07:10:46,NA,14/07/2016,7:10:46,NA,NA,7,Morning,No
1739,City,203,Cancelled,07/12/2016 08:30:00,NA,12/7/2016,8:30:00,NA,NA,8,Morning,No
5679,City,203,Cancelled,15/07/2016 07:09:12,NA,15/07/2016,7:09:12,NA,NA,7,Morning,No
5750,City,203,Cancelled,15/07/2016 08:03:18,NA,15/07/2016,8:03:18,NA,NA,8,Morning,No
5856,City,203,Cancelled,15/07/2016 09:08:43,NA,15/07/2016,9:08:43,NA,NA,9,Morning,No
6033,Airport,203,Cancelled,15/07/2016 12:55:58,NA,15/07/2016,12:55:58,NA,NA,12,Day,No
119,City,204,Cancelled,07/11/2016 05:10:00,NA,11/7/2016,5:10:00,NA,NA,5,Morning,No
641,City,204,Cancelled,07/11/2016 12:31:00,NA,11/7/2016,12:31:00,NA,NA,12,Day,No
3144,City,204,Cancelled,13/07/2016 08:55:43,NA,13/07/2016,8:55:43,NA,NA,8,Morning,No
3404,Airport,204,Cancelled,13/07/2016 15:18:33,NA,13/07/2016,15:18:33,NA,NA,15,Day,No
4185,City,204,Cancelled,14/07/2016 05:16:42,NA,14/07/2016,5:16:42,NA,NA,5,Morning,No
5918,City,204,Cancelled,15/07/2016 10:01:19,NA,15/07/2016,10:01:19,NA,NA,10,Day,No
98,City,205,Cancelled,07/11/2016 04:58:00,NA,11/7/2016,4:58:00,NA,NA,4,Late Night,No
1541,City,205,Cancelled,07/12/2016 06:04:00,NA,12/7/2016,6:04:00,NA,NA,6,Morning,No
2872,City,205,Cancelled,13/07/2016 05:41:43,NA,13/07/2016,5:41:43,NA,NA,5,Morning,No
3498,City,205,Cancelled,13/07/2016 17:36:54,NA,13/07/2016,17:36:54,NA,NA,17,Evening,No
5646,City,205,Cancelled,15/07/2016 06:52:54,NA,15/07/2016,6:52:54,NA,NA,6,Morning,No
5656,City,205,Cancelled,15/07/2016 06:54:05,NA,15/07/2016,6:54:05,NA,NA,6,Morning,No
130,City,206,Cancelled,07/11/2016 05:12:00,NA,11/7/2016,5:12:00,NA,NA,5,Morning,No
268,City,206,Cancelled,07/11/2016 06:52:00,NA,11/7/2016,6:52:00,NA,NA,6,Morning,No
644,Airport,206,Cancelled,07/11/2016 12:29:00,NA,11/7/2016,12:29:00,NA,NA,12,Day,No
1572,City,206,Cancelled,07/12/2016 06:22:00,NA,12/7/2016,6:22:00,NA,NA,6,Morning,No
1619,City,206,Cancelled,07/12/2016 06:53:00,NA,12/7/2016,6:53:00,NA,NA,6,Morning,No
1668,City,206,Cancelled,07/12/2016 07:35:00,NA,12/7/2016,7:35:00,NA,NA,7,Morning,No
1707,City,206,Cancelled,07/12/2016 08:10:00,NA,12/7/2016,8:10:00,NA,NA,8,Morning,No
2113,Airport,206,Cancelled,07/12/2016 16:29:00,NA,12/7/2016,16:29:00,NA,NA,16,Day,No
4581,City,206,Cancelled,14/07/2016 10:04:38,NA,14/07/2016,10:04:38,NA,NA,10,Day,No
5626,City,206,Cancelled,15/07/2016 06:33:43,NA,15/07/2016,6:33:43,NA,NA,6,Morning,No
4255,City,207,Cancelled,14/07/2016 06:08:00,NA,14/07/2016,6:08:00,NA,NA,6,Morning,No
5794,City,207,Cancelled,15/07/2016 08:38:36,NA,15/07/2016,8:38:36,NA,NA,8,Morning,No
6103,Airport,208,Cancelled,15/07/2016 14:52:59,NA,15/07/2016,14:52:59,NA,NA,14,Day,No
302,City,209,Cancelled,07/11/2016 07:17:00,NA,11/7/2016,7:17:00,NA,NA,7,Morning,No
1137,City,209,Cancelled,07/11/2016 20:32:00,NA,11/7/2016,20:32:00,NA,NA,20,Evening,No
4304,City,209,Cancelled,14/07/2016 06:50:42,NA,14/07/2016,6:50:42,NA,NA,6,Morning,No
1702,City,210,Cancelled,07/12/2016 08:02:00,NA,12/7/2016,8:02:00,NA,NA,8,Morning,No
1762,City,210,Cancelled,07/12/2016 08:50:00,NA,12/7/2016,8:50:00,NA,NA,8,Morning,No
2373,Airport,210,Cancelled,07/12/2016 19:36:00,NA,12/7/2016,19:36:00,NA,NA,19,Evening,No
3005,City,210,Cancelled,13/07/2016 07:15:35,NA,13/07/2016,7:15:35,NA,NA,7,Morning,No
3131,City,210,Cancelled,13/07/2016 08:40:50,NA,13/07/2016,8:40:50,NA,NA,8,Morning,No
3883,Airport,210,Cancelled,13/07/2016 21:56:05,NA,13/07/2016,21:56:05,NA,NA,21,Evening,No
6131,Airport,210,Cancelled,15/07/2016 15:38:23,NA,15/07/2016,15:38:23,NA,NA,15,Day,No
6302,Airport,210,Cancelled,15/07/2016 18:29:19,NA,15/07/2016,18:29:19,NA,NA,18,Evening,No
6538,Airport,210,Cancelled,15/07/2016 20:54:55,NA,15/07/2016,20:54:55,NA,NA,20,Evening,No
244,City,211,Cancelled,07/11/2016 06:31:00,NA,11/7/2016,6:31:00,NA,NA,6,Morning,No
1216,Airport,211,Cancelled,07/11/2016 21:32:00,NA,11/7/2016,21:32:00,NA,NA,21,Evening,No
4154,City,211,Cancelled,14/07/2016 05:07:00,NA,14/07/2016,5:07:00,NA,NA,5,Morning,No
393,City,212,Cancelled,07/11/2016 08:27:00,NA,11/7/2016,8:27:00,NA,NA,8,Morning,No
419,City,212,Cancelled,07/11/2016 08:42:00,NA,11/7/2016,8:42:00,NA,NA,8,Morning,No
4311,City,212,Cancelled,14/07/2016 06:52:50,NA,14/07/2016,6:52:50,NA,NA,6,Morning,No
4404,City,212,Cancelled,14/07/2016 07:55:00,NA,14/07/2016,7:55:00,NA,NA,7,Morning,No
5675,City,212,Cancelled,15/07/2016 07:08:58,NA,15/07/2016,7:08:58,NA,NA,7,Morning,No
193,City,213,Cancelled,07/11/2016 05:58:00,NA,11/7/2016,5:58:00,NA,NA,5,Morning,No
1825,City,213,Cancelled,07/12/2016 09:35:00,NA,12/7/2016,9:35:00,NA,NA,9,Morning,No
3111,City,213,Cancelled,13/07/2016 08:31:41,NA,13/07/2016,8:31:41,NA,NA,8,Morning,No
4160,City,213,Cancelled,14/07/2016 05:05:12,NA,14/07/2016,5:05:12,NA,NA,5,Morning,No
2846,City,214,Cancelled,13/07/2016 05:24:17,NA,13/07/2016,5:24:17,NA,NA,5,Morning,No
3163,City,214,Cancelled,13/07/2016 09:04:03,NA,13/07/2016,9:04:03,NA,NA,9,Morning,No
3446,City,214,Cancelled,13/07/2016 16:39:36,NA,13/07/2016,16:39:36,NA,NA,16,Day,No
4543,City,214,Cancelled,14/07/2016 09:36:37,NA,14/07/2016,9:36:37,NA,NA,9,Morning,No
