Request_id,Pickup_point,Driver_id,Status,Request_DateTime,Drop_DateTime,Request_Date,Request_Time,Drop_Date,Drop_Time,Request_Hour,Time_Slot,Trip_Completed,
3514,Airport,278,Trip Completed,13/07/2016 17:42:12,13/07/2016 18:29:48,13/07/2016,5:42:12 PM,13/07/2016,6:29:48 PM,17,Evening,Yes,
3515,Airport,NA,No Cars Available,13/07/2016 17:42:15,NA,13/07/2016,5:42:15 PM,NA,NA,17,Evening,No,
3516,Airport,NA,No Cars Available,13/07/2016 17:41:48,NA,13/07/2016,5:41:48 PM,NA,NA,17,Evening,No,
3517,Airport,173,Trip Completed,13/07/2016 17:46:30,13/07/2016 18:35:16,13/07/2016,5:46:30 PM,13/07/2016,6:35:16 PM,17,Evening,Yes,
3518,Airport,210,Trip Completed,13/07/2016 17:45:55,13/07/2016 18:22:58,13/07/2016,5:45:55 PM,13/07/2016,6:22:58 PM,17,Evening,Yes,
3519,Airport,NA,No Cars Available,13/07/2016 17:41:45,NA,13/07/2016,5:41:45 PM,NA,NA,17,Evening,No,
3520,City,83,Trip Completed,13/07/2016 17:43:14,13/07/2016 18:36:58,13/07/2016,5:43:14 PM,13/07/2016,6:36:58 PM,17,Evening,Yes,
3521,Airport,NA,No Cars Available,13/07/2016 17:45:55,NA,13/07/2016,5:45:55 PM,NA,NA,17,Evening,No,
3522,Airport,NA,No Cars Available,13/07/2016 17:49:33,NA,13/07/2016,5:49:33 PM,NA,NA,17,Evening,No,
3523,Airport,69,Cancelled,13/07/2016 17:47:46,NA,13/07/2016,5:47:46 PM,NA,NA,17,Evening,No,
3524,City,84,Cancelled,13/07/2016 17:51:15,NA,13/07/2016,5:51:15 PM,NA,NA,17,Evening,No,
3525,Airport,176,Trip Completed,13/07/2016 17:48:26,13/07/2016 18:50:29,13/07/2016,5:48:26 PM,13/07/2016,6:50:29 PM,17,Evening,Yes,
3526,Airport,NA,No Cars Available,13/07/2016 17:48:12,NA,13/07/2016,5:48:12 PM,NA,NA,17,Evening,No,
3527,Airport,NA,No Cars Available,13/07/2016 17:46:00,NA,13/07/2016,5:46:00 PM,NA,NA,17,Evening,No,
3528,Airport,34,Trip Completed,13/07/2016 17:50:59,13/07/2016 18:17:24,13/07/2016,5:50:59 PM,13/07/2016,6:17:24 PM,17,Evening,Yes,
3529,Airport,77,Trip Completed,13/07/2016 17:53:17,13/07/2016 18:36:10,13/07/2016,5:53:17 PM,13/07/2016,6:36:10 PM,17,Evening,Yes,
3530,Airport,54,Trip Completed,13/07/2016 17:53:27,13/07/2016 18:43:17,13/07/2016,5:53:27 PM,13/07/2016,6:43:17 PM,17,Evening,Yes,
3531,Airport,NA,No Cars Available,13/07/2016 17:57:42,NA,13/07/2016,5:57:42 PM,NA,NA,17,Evening,No,
3532,Airport,NA,No Cars Available,13/07/2016 17:57:15,NA,13/07/2016,5:57:15 PM,NA,NA,17,Evening,No,
3533,Airport,NA,No Cars Available,13/07/2016 17:56:19,NA,13/07/2016,5:56:19 PM,NA,NA,17,Evening,No,
3534,Airport,NA,No Cars Available,13/07/2016 17:51:58,NA,13/07/2016,5:51:58 PM,NA,NA,17,Evening,No,
3535,Airport,NA,No Cars Available,13/07/2016 17:56:59,NA,13/07/2016,5:56:59 PM,NA,NA,17,Evening,No,
3536,Airport,NA,No Cars Available,13/07/2016 17:51:55,NA,13/07/2016,5:51:55 PM,NA,NA,17,Evening,No,
3537,Airport,NA,No Cars Available,13/07/2016 17:55:23,NA,13/07/2016,5:55:23 PM,NA,NA,17,Evening,No,
3538,Airport,NA,No Cars Available,13/07/2016 17:58:43,NA,13/07/2016,5:58:43 PM,NA,NA,17,Evening,No,
3539,Airport,NA,No Cars Available,13/07/2016 18:02:39,NA,13/07/2016,6:02:39 PM,NA,NA,18,Evening,No,
3540,City,201,Trip Completed,13/07/2016 17:58:52,13/07/2016 18:29:14,13/07/2016,5:58:52 PM,13/07/2016,6:29:14 PM,17,Evening,Yes,
3541,Airport,228,Cancelled,13/07/2016 17:57:13,NA,13/07/2016,5:57:13 PM,NA,NA,17,Evening,No,
3542,Airport,NA,No Cars Available,13/07/2016 18:05:07,NA,13/07/2016,6:05:07 PM,NA,NA,18,Evening,No,
3543,Airport,NA,No Cars Available,13/07/2016 17:59:39,NA,13/07/2016,5:59:39 PM,NA,NA,17,Evening,No,
3544,City,75,Trip Completed,13/07/2016 17:54:21,13/07/2016 19:01:12,13/07/2016,5:54:21 PM,13/07/2016,7:01:12 PM,17,Evening,Yes,
3545,City,198,Trip Completed,13/07/2016 18:00:59,13/07/2016 18:38:39,13/07/2016,6:00:59 PM,13/07/2016,6:38:39 PM,18,Evening,Yes,
3546,City,78,Trip Completed,13/07/2016 18:02:46,13/07/2016 18:48:14,13/07/2016,6:02:46 PM,13/07/2016,6:48:14 PM,18,Evening,Yes,
3547,Airport,NA,No Cars Available,13/07/2016 17:57:17,NA,13/07/2016,5:57:17 PM,NA,NA,17,Evening,No,
3548,Airport,29,Trip Completed,13/07/2016 18:07:42,13/07/2016 19:12:22,13/07/2016,6:07:42 PM,13/07/2016,7:12:22 PM,18,Evening,Yes,
3549,City,9,Cancelled,13/07/2016 18:03:30,NA,13/07/2016,6:03:30 PM,NA,NA,18,Evening,No,
3550,Airport,NA,No Cars Available,13/07/2016 18:10:05,NA,13/07/2016,6:10:05 PM,NA,NA,18,Evening,No,
3551,Airport,NA,No Cars Available,13/07/2016 18:10:20,NA,13/07/2016,6:10:20 PM,NA,NA,18,Evening,No,
3552,Airport,277,Cancelled,13/07/2016 18:01:34,NA,13/07/2016,6:01:34 PM,NA,NA,18,Evening,No,
3553,Airport,NA,No Cars Available,13/07/2016 18:08:59,NA,13/07/2016,6:08:59 PM,NA,NA,18,Evening,No,
3554,Airport,NA,No Cars Available,13/07/2016 18:14:44,NA,13/07/2016,6:14:44 PM,NA,NA,18,Evening,No,
3555,Airport,48,Trip Completed,13/07/2016 18:08:02,13/07/2016 19:07:06,13/07/2016,6:08:02 PM,13/07/2016,7:07:06 PM,18,Evening,Yes,
3556,Airport,NA,No Cars Available,13/07/2016 18:15:20,NA,13/07/2016,6:15:20 PM,NA,NA,18,Evening,No,
3557,Airport,NA,No Cars Available,13/07/2016 18:10:22,NA,13/07/2016,6:10:22 PM,NA,NA,18,Evening,No,
3558,Airport,95,Trip Completed,13/07/2016 18:14:56,13/07/2016 18:51:03,13/07/2016,6:14:56 PM,13/07/2016,6:51:03 PM,18,Evening,Yes,
3559,City,298,Trip Completed,13/07/2016 18:16:19,13/07/2016 19:25:22,13/07/2016,6:16:19 PM,13/07/2016,7:25:22 PM,18,Evening,Yes,
3560,Airport,NA,No Cars Available,13/07/2016 18:10:53,NA,13/07/2016,6:10:53 PM,NA,NA,18,Evening,No,
3561,City,65,Trip Completed,13/07/2016 18:14:34,13/07/2016 18:55:15,13/07/2016,6:14:34 PM,13/07/2016,6:55:15 PM,18,Evening,Yes,
3562,Airport,NA,No Cars Available,13/07/2016 18:09:11,NA,13/07/2016,6:09:11 PM,NA,NA,18,Evening,No,
3563,Airport,NA,No Cars Available,13/07/2016 18:16:37,NA,13/07/2016,6:16:37 PM,NA,NA,18,Evening,No,
3564,Airport,158,Cancelled,13/07/2016 18:18:27,NA,13/07/2016,6:18:27 PM,NA,NA,18,Evening,No,
3565,City,43,Trip Completed,13/07/2016 18:13:10,13/07/2016 18:50:29,13/07/2016,6:13:10 PM,13/07/2016,6:50:29 PM,18,Evening,Yes,
3566,Airport,NA,No Cars Available,13/07/2016 18:13:04,NA,13/07/2016,6:13:04 PM,NA,NA,18,Evening,No,
3567,Airport,NA,No Cars Available,13/07/2016 18:14:22,NA,13/07/2016,6:14:22 PM,NA,NA,18,Evening,No,
3568,Airport,NA,No Cars Available,13/07/2016 18:22:52,NA,13/07/2016,6:22:52 PM,NA,NA,18,Evening,No,
3569,Airport,NA,No Cars Available,13/07/2016 18:19:52,NA,13/07/2016,6:19:52 PM,NA,NA,18,Evening,No,
3570,Airport,NA,No Cars Available,13/07/2016 18:24:42,NA,13/07/2016,6:24:42 PM,NA,NA,18,Evening,No,
3571,Airport,NA,No Cars Available,13/07/2016 18:22:10,NA,13/07/2016,6:22:10 PM,NA,NA,18,Evening,No,
3572,City,35,Trip Completed,13/07/2016 18:25:52,13/07/2016 19:31:28,13/07/2016,6:25:52 PM,13/07/2016,7:31:28 PM,18,Evening,Yes,
3573,City,NA,No Cars Available,13/07/2016 18:29:42,NA,13/07/2016,6:29:42 PM,NA,NA,18,Evening,No,
3574,Airport,NA,No Cars Available,13/07/2016 18:22:50,NA,13/07/2016,6:22:50 PM,NA,NA,18,Evening,No,
3575,Airport,NA,No Cars Available,13/07/2016 18:27:50,NA,13/07/2016,6:27:50 PM,NA,NA,18,Evening,No,
3576,Airport,NA,No Cars Available,13/07/2016 18:23:10,NA,13/07/2016,6:23:10 PM,NA,NA,18,Evening,No,
3577,Airport,282,Cancelled,13/07/2016 18:24:15,NA,13/07/2016,6:24:15 PM,NA,NA,18,Evening,No,
3578,Airport,NA,No Cars Available,13/07/2016 18:26:07,NA,13/07/2016,6:26:07 PM,NA,NA,18,Evening,No,
3579,Airport,NA,No Cars Available,13/07/2016 18:26:31,NA,13/07/2016,6:26:31 PM,NA,NA,18,Evening,No,
3580,Airport,NA,No Cars Available,13/07/2016 18:27:38,NA,13/07/2016,6:27:38 PM,NA,NA,18,Evening,No,
3581,Airport,NA,No Cars Available,13/07/2016 18:32:52,NA,13/07/2016,6:32:52 PM,NA,NA,18,Evening,No,
3582,Airport,NA,No Cars Available,13/07/2016 18:27:03,NA,13/07/2016,6:27:03 PM,NA,NA,18,Evening,No,
3583,Airport,70,Trip Completed,13/07/2016 18:31:39,13/07/2016 19:25:25,13/07/2016,6:31:39 PM,13/07/2016,7:25:25 PM,18,Evening,Yes,
3584,Airport,124,Trip Completed,13/07/2016 18:29:45,13/07/2016 19:37:39,13/07/2016,6:29:45 PM,13/07/2016,7:37:39 PM,18,Evening,Yes,
3585,City,232,Trip Completed,13/07/2016 18:29:57,13/07/2016 19:33:43,13/07/2016,6:29:57 PM,13/07/2016,7:33:43 PM,18,Evening,Yes,
3586,Airport,NA,No Cars Available,13/07/2016 18:32:31,NA,13/07/2016,6:32:31 PM,NA,NA,18,Evening,No,
3587,Airport,NA,No Cars Available,13/07/2016 18:30:58,NA,13/07/2016,6:30:58 PM,NA,NA,18,Evening,No,
3588,Airport,NA,No Cars Available,13/07/2016 18:33:48,NA,13/07/2016,6:33:48 PM,NA,NA,18,Evening,No,
3589,Airport,NA,No Cars Available,13/07/2016 18:27:30,NA,13/07/2016,6:27:30 PM,NA,NA,18,Evening,No,
3590,City,25,Trip Completed,13/07/2016 18:31:29,13/07/2016 19:31:56,13/07/2016,6:31:29 PM,13/07/2016,7:31:56 PM,18,Evening,Yes,
3591,Airport,NA,No Cars Available,13/07/2016 18:33:53,NA,13/07/2016,6:33:53 PM,NA,NA,18,Evening,No,
3592,Airport,NA,No Cars Available,13/07/2016 18:29:53,NA,13/07/2016,6:29:53 PM,NA,NA,18,Evening,No,
3593,City,53,Trip Completed,13/07/2016 18:34:17,13/07/2016 19:27:56,13/07/2016,6:34:17 PM,13/07/2016,7:27:56 PM,18,Evening,Yes,
3594,City,266,Trip Completed,13/07/2016 18:31:35,13/07/2016 19:39:13,13/07/2016,6:31:35 PM,13/07/2016,7:39:13 PM,18,Evening,Yes,
3595,Airport,NA,No Cars Available,13/07/2016 18:35:14,NA,13/07/2016,6:35:14 PM,NA,NA,18,Evening,No,
3596,Airport,NA,No Cars Available,13/07/2016 18:39:24,NA,13/07/2016,6:39:24 PM,NA,NA,18,Evening,No,
3597,Airport,NA,No Cars Available,13/07/2016 18:36:44,NA,13/07/2016,6:36:44 PM,NA,NA,18,Evening,No,
3598,Airport,94,Trip Completed,13/07/2016 18:38:49,13/07/2016 19:40:08,13/07/2016,6:38:49 PM,13/07/2016,7:40:08 PM,18,Evening,Yes,
3599,Airport,NA,No Cars Available,13/07/2016 18:38:39,NA,13/07/2016,6:38:39 PM,NA,NA,18,Evening,No,
3600,Airport,NA,No Cars Available,13/07/2016 18:45:35,NA,13/07/2016,6:45:35 PM,NA,NA,18,Evening,No,
3601,City,22,Trip Completed,13/07/2016 18:39:00,13/07/2016 19:29:07,13/07/2016,6:39:00 PM,13/07/2016,7:29:07 PM,18,Evening,Yes,
3602,Airport,107,Trip Completed,13/07/2016 18:40:02,13/07/2016 19:13:36,13/07/2016,6:40:02 PM,13/07/2016,7:13:36 PM,18,Evening,Yes,
3603,Airport,NA,No Cars Available,13/07/2016 18:44:18,NA,13/07/2016,6:44:18 PM,NA,NA,18,Evening,No,
3604,Airport,NA,No Cars Available,13/07/2016 18:43:05,NA,13/07/2016,6:43:05 PM,NA,NA,18,Evening,No,
3605,Airport,NA,No Cars Available,13/07/2016 18:44:35,NA,13/07/2016,6:44:35 PM,NA,NA,18,Evening,No,
3606,Airport,NA,No Cars Available,13/07/2016 18:50:47,NA,13/07/2016,6:50:47 PM,NA,NA,18,Evening,No,
3607,Airport,NA,No Cars Available,13/07/2016 18:45:35,NA,13/07/2016,6:45:35 PM,NA,NA,18,Evening,No,
3608,Airport,NA,No Cars Available,13/07/2016 18:47:45,NA,13/07/2016,6:47:45 PM,NA,NA,18,Evening,No,
3609,City,NA,No Cars Available,13/07/2016 18:49:22,NA,13/07/2016,6:49:22 PM,NA,NA,18,Evening,No,
3610,Airport,NA,No Cars Available,13/07/2016 18:49:37,NA,13/07/2016,6:49:37 PM,NA,NA,18,Evening,No,
3611,Airport,NA,No Cars Available,13/07/2016 18:48:37,NA,13/07/2016,6:48:37 PM,NA,NA,18,Evening,No,
3612,Airport,NA,No Cars Available,13/07/2016 18:53:47,NA,13/07/2016,6:53:47 PM,NA,NA,18,Evening,No,
3613,Airport,239,Trip Completed,13/07/2016 18:47:13,13/07/2016 20:06:50,13/07/2016,6:47:13 PM,13/07/2016,8:06:50 PM,18,Evening,Yes,
3614,City,NA,No Cars Available,13/07/2016 18:51:25,NA,13/07/2016,6:51:25 PM,NA,NA,18,Evening,No,
3615,City,91,Trip Completed,13/07/2016 18:56:23,13/07/2016 19:43:28,13/07/2016,6:56:23 PM,13/07/2016,7:43:28 PM,18,Evening,Yes,
3616,Airport,NA,No Cars Available,13/07/2016 18:49:39,NA,13/07/2016,6:49:39 PM,NA,NA,18,Evening,No,
3617,Airport,123,Trip Completed,13/07/2016 18:55:13,13/07/2016 20:07:29,13/07/2016,6:55:13 PM,13/07/2016,8:07:29 PM,18,Evening,Yes,
3618,Airport,NA,No Cars Available,13/07/2016 18:52:47,NA,13/07/2016,6:52:47 PM,NA,NA,18,Evening,No,
3619,Airport,NA,No Cars Available,13/07/2016 18:55:46,NA,13/07/2016,6:55:46 PM,NA,NA,18,Evening,No,
3620,City,39,Trip Completed,13/07/2016 18:54:52,13/07/2016 20:08:38,13/07/2016,6:54:52 PM,13/07/2016,8:08:38 PM,18,Evening,Yes,
3621,Airport,288,Trip Completed,13/07/2016 18:56:20,13/07/2016 19:35:35,13/07/2016,6:56:20 PM,13/07/2016,7:35:35 PM,18,Evening,Yes,
3622,Airport,287,Trip Completed,13/07/2016 18:57:45,13/07/2016 20:15:14,13/07/2016,6:57:45 PM,13/07/2016,8:15:14 PM,18,Evening,Yes,
3623,Airport,NA,No Cars Available,13/07/2016 18:54:25,NA,13/07/2016,6:54:25 PM,NA,NA,18,Evening,No,
3624,Airport,144,Trip Completed,13/07/2016 18:52:47,13/07/2016 19:54:38,13/07/2016,6:52:47 PM,13/07/2016,7:54:38 PM,18,Evening,Yes,
3625,Airport,177,Trip Completed,13/07/2016 18:57:24,13/07/2016 20:01:21,13/07/2016,6:57:24 PM,13/07/2016,8:01:21 PM,18,Evening,Yes,
3626,Airport,NA,No Cars Available,13/07/2016 19:00:30,NA,13/07/2016,7:00:30 PM,NA,NA,19,Evening,No,
3627,Airport,NA,No Cars Available,13/07/2016 18:57:10,NA,13/07/2016,6:57:10 PM,NA,NA,18,Evening,No,
3628,Airport,NA,No Cars Available,13/07/2016 19:06:14,NA,13/07/2016,7:06:14 PM,NA,NA,19,Evening,No,
3629,Airport,NA,No Cars Available,13/07/2016 18:58:26,NA,13/07/2016,6:58:26 PM,NA,NA,18,Evening,No,
3630,City,112,Trip Completed,13/07/2016 18:59:56,13/07/2016 19:59:30,13/07/2016,6:59:56 PM,13/07/2016,7:59:30 PM,18,Evening,Yes,
3631,City,234,Trip Completed,13/07/2016 19:02:02,13/07/2016 19:58:53,13/07/2016,7:02:02 PM,13/07/2016,7:58:53 PM,19,Evening,Yes,
3632,City,221,Trip Completed,13/07/2016 19:02:42,13/07/2016 20:07:03,13/07/2016,7:02:42 PM,13/07/2016,8:07:03 PM,19,Evening,Yes,
3633,City,NA,No Cars Available,13/07/2016 19:00:33,NA,13/07/2016,7:00:33 PM,NA,NA,19,Evening,No,
3634,City,181,Trip Completed,13/07/2016 19:00:49,13/07/2016 19:54:19,13/07/2016,7:00:49 PM,13/07/2016,7:54:19 PM,19,Evening,Yes,
3635,Airport,NA,No Cars Available,13/07/2016 18:58:18,NA,13/07/2016,6:58:18 PM,NA,NA,18,Evening,No,
3636,Airport,NA,No Cars Available,13/07/2016 19:07:30,NA,13/07/2016,7:07:30 PM,NA,NA,19,Evening,No,
3637,Airport,NA,No Cars Available,13/07/2016 19:05:33,NA,13/07/2016,7:05:33 PM,NA,NA,19,Evening,No,
3638,Airport,46,Trip Completed,13/07/2016 19:09:50,13/07/2016 19:58:45,13/07/2016,7:09:50 PM,13/07/2016,7:58:45 PM,19,Evening,Yes,
3639,Airport,NA,No Cars Available,13/07/2016 19:05:47,NA,13/07/2016,7:05:47 PM,NA,NA,19,Evening,No,
3640,City,76,Trip Completed,13/07/2016 19:05:17,13/07/2016 19:46:35,13/07/2016,7:05:17 PM,13/07/2016,7:46:35 PM,19,Evening,Yes,
3641,City,197,Trip Completed,13/07/2016 19:04:23,13/07/2016 20:04:51,13/07/2016,7:04:23 PM,13/07/2016,8:04:51 PM,19,Evening,Yes,
3642,Airport,NA,No Cars Available,13/07/2016 19:07:22,NA,13/07/2016,7:07:22 PM,NA,NA,19,Evening,No,
3643,Airport,NA,No Cars Available,13/07/2016 19:12:31,NA,13/07/2016,7:12:31 PM,NA,NA,19,Evening,No,
3644,Airport,90,Trip Completed,13/07/2016 19:08:59,13/07/2016 19:54:48,13/07/2016,7:08:59 PM,13/07/2016,7:54:48 PM,19,Evening,Yes,
3645,City,121,Trip Completed,13/07/2016 19:07:39,13/07/2016 20:00:18,13/07/2016,7:07:39 PM,13/07/2016,8:00:18 PM,19,Evening,Yes,
3646,Airport,195,Trip Completed,13/07/2016 19:11:00,13/07/2016 19:48:13,13/07/2016,7:11:00 PM,13/07/2016,7:48:13 PM,19,Evening,Yes,
3647,Airport,NA,No Cars Available,13/07/2016 19:09:37,NA,13/07/2016,7:09:37 PM,NA,NA,19,Evening,No,
3648,City,127,Trip Completed,13/07/2016 19:13:25,13/07/2016 19:58:54,13/07/2016,7:13:25 PM,13/07/2016,7:58:54 PM,19,Evening,Yes,
3649,City,180,Trip Completed,13/07/2016 19:11:32,13/07/2016 20:21:31,13/07/2016,7:11:32 PM,13/07/2016,8:21:31 PM,19,Evening,Yes,
3650,Airport,NA,No Cars Available,13/07/2016 19:17:13,NA,13/07/2016,7:17:13 PM,NA,NA,19,Evening,No,
3651,City,119,Trip Completed,13/07/2016 19:13:47,13/07/2016 20:21:51,13/07/2016,7:13:47 PM,13/07/2016,8:21:51 PM,19,Evening,Yes,
3652,Airport,NA,No Cars Available,13/07/2016 19:16:09,NA,13/07/2016,7:16:09 PM,NA,NA,19,Evening,No,
3653,City,44,Trip Completed,13/07/2016 19:18:27,13/07/2016 19:51:00,13/07/2016,7:18:27 PM,13/07/2016,7:51:00 PM,19,Evening,Yes,
3654,Airport,NA,No Cars Available,13/07/2016 19:15:11,NA,13/07/2016,7:15:11 PM,NA,NA,19,Evening,No,
3655,Airport,NA,No Cars Available,13/07/2016 19:11:24,NA,13/07/2016,7:11:24 PM,NA,NA,19,Evening,No,
3656,City,126,Trip Completed,13/07/2016 19:11:20,13/07/2016 20:32:31,13/07/2016,7:11:20 PM,13/07/2016,8:32:31 PM,19,Evening,Yes,
3657,Airport,224,Trip Completed,13/07/2016 19:20:55,13/07/2016 20:33:02,13/07/2016,7:20:55 PM,13/07/2016,8:33:02 PM,19,Evening,Yes,
3658,Airport,215,Trip Completed,13/07/2016 19:24:22,13/07/2016 20:08:49,13/07/2016,7:24:22 PM,13/07/2016,8:08:49 PM,19,Evening,Yes,
3659,Airport,NA,No Cars Available,13/07/2016 19:24:25,NA,13/07/2016,7:24:25 PM,NA,NA,19,Evening,No,
3660,Airport,184,Trip Completed,13/07/2016 19:22:51,13/07/2016 19:51:44,13/07/2016,7:22:51 PM,13/07/2016,7:51:44 PM,19,Evening,Yes,
3661,Airport,185,Cancelled,13/07/2016 19:28:43,NA,13/07/2016,7:28:43 PM,NA,NA,19,Evening,No,
3662,City,205,Trip Completed,13/07/2016 19:19:23,13/07/2016 20:20:17,13/07/2016,7:19:23 PM,13/07/2016,8:20:17 PM,19,Evening,Yes,
3663,Airport,NA,No Cars Available,13/07/2016 19:22:20,NA,13/07/2016,7:22:20 PM,NA,NA,19,Evening,No,
3664,Airport,NA,No Cars Available,13/07/2016 19:22:42,NA,13/07/2016,7:22:42 PM,NA,NA,19,Evening,No,
3665,Airport,NA,No Cars Available,13/07/2016 19:21:54,NA,13/07/2016,7:21:54 PM,NA,NA,19,Evening,No,
3666,City,65,Cancelled,13/07/2016 19:25:29,NA,13/07/2016,7:25:29 PM,NA,NA,19,Evening,No,
3667,Airport,153,Trip Completed,13/07/2016 19:23:18,13/07/2016 20:11:22,13/07/2016,7:23:18 PM,13/07/2016,8:11:22 PM,19,Evening,Yes,
3668,Airport,240,Trip Completed,13/07/2016 19:26:50,13/07/2016 20:32:44,13/07/2016,7:26:50 PM,13/07/2016,8:32:44 PM,19,Evening,Yes,
3669,Airport,NA,No Cars Available,13/07/2016 19:25:45,NA,13/07/2016,7:25:45 PM,NA,NA,19,Evening,No,
3670,Airport,NA,No Cars Available,13/07/2016 19:25:15,NA,13/07/2016,7:25:15 PM,NA,NA,19,Evening,No,
3671,Airport,108,Cancelled,13/07/2016 19:28:05,NA,13/07/2016,7:28:05 PM,NA,NA,19,Evening,No,
3672,Airport,60,Trip Completed,13/07/2016 19:28:50,13/07/2016 20:34:16,13/07/2016,7:28:50 PM,13/07/2016,8:34:16 PM,19,Evening,Yes,
3673,Airport,NA,No Cars Available,13/07/2016 19:35:06,NA,13/07/2016,7:35:06 PM,NA,NA,19,Evening,No,
3674,Airport,NA,No Cars Available,13/07/2016 19:31:23,NA,13/07/2016,7:31:23 PM,NA,NA,19,Evening,No,
3675,Airport,NA,No Cars Available,13/07/2016 19:25:56,NA,13/07/2016,7:25:56 PM,NA,NA,19,Evening,No,
3676,City,297,Trip Completed,13/07/2016 19:28:20,13/07/2016 20:30:48,13/07/2016,7:28:20 PM,13/07/2016,8:30:48 PM,19,Evening,Yes,
3677,Airport,NA,No Cars Available,13/07/2016 19:24:59,NA,13/07/2016,7:24:59 PM,NA,NA,19,Evening,No,
3678,Airport,NA,No Cars Available,13/07/2016 19:33:06,NA,13/07/2016,7:33:06 PM,NA,NA,19,Evening,No,
3679,Airport,255,Trip Completed,13/07/2016 19:30:32,13/07/2016 20:12:19,13/07/2016,7:30:32 PM,13/07/2016,8:12:19 PM,19,Evening,Yes,
3680,Airport,NA,No Cars Available,13/07/2016 19:40:23,NA,13/07/2016,7:40:23 PM,NA,NA,19,Evening,No,
3681,Airport,289,Trip Completed,13/07/2016 19:31:38,13/07/2016 20:31:58,13/07/2016,7:31:38 PM,13/07/2016,8:31:58 PM,19,Evening,Yes,
3682,Airport,NA,No Cars Available,13/07/2016 19:31:18,NA,13/07/2016,7:31:18 PM,NA,NA,19,Evening,No,
3683,Airport,NA,No Cars Available,13/07/2016 19:36:32,NA,13/07/2016,7:36:32 PM,NA,NA,19,Evening,No,
3684,Airport,NA,No Cars Available,13/07/2016 19:38:01,NA,13/07/2016,7:38:01 PM,NA,NA,19,Evening,No,
3685,Airport,NA,No Cars Available,13/07/2016 19:37:11,NA,13/07/2016,7:37:11 PM,NA,NA,19,Evening,No,
3686,City,32,Trip Completed,13/07/2016 19:33:18,13/07/2016 20:34:21,13/07/2016,7:33:18 PM,13/07/2016,8:34:21 PM,19,Evening,Yes,
3687,Airport,NA,No Cars Available,13/07/2016 19:35:08,NA,13/07/2016,7:35:08 PM,NA,NA,19,Evening,No,
3688,City,40,Trip Completed,13/07/2016 19:39:52,13/07/2016 20:40:51,13/07/2016,7:39:52 PM,13/07/2016,8:40:51 PM,19,Evening,Yes,
3689,Airport,NA,No Cars Available,13/07/2016 19:41:10,NA,13/07/2016,7:41:10 PM,NA,NA,19,Evening,No,
3690,Airport,275,Trip Completed,13/07/2016 19:43:33,13/07/2016 20:48:13,13/07/2016,7:43:33 PM,13/07/2016,8:48:13 PM,19,Evening,Yes,
3691,Airport,NA,No Cars Available,13/07/2016 19:46:25,NA,13/07/2016,7:46:25 PM,NA,NA,19,Evening,No,
3692,Airport,NA,No Cars Available,13/07/2016 19:40:17,NA,13/07/2016,7:40:17 PM,NA,NA,19,Evening,No,
3693,Airport,NA,No Cars Available,13/07/2016 19:43:10,NA,13/07/2016,7:43:10 PM,NA,NA,19,Evening,No,
3694,City,20,Trip Completed,13/07/2016 19:33:19,13/07/2016 20:35:08,13/07/2016,7:33:19 PM,13/07/2016,8:35:08 PM,19,Evening,Yes,
3695,Airport,NA,No Cars Available,13/07/2016 19:43:55,NA,13/07/2016,7:43:55 PM,NA,NA,19,Evening,No,
3696,Airport,NA,No Cars Available,13/07/2016 19:43:04,NA,13/07/2016,7:43:04 PM,NA,NA,19,Evening,No,
3697,Airport,136,Cancelled,13/07/2016 19:49:17,NA,13/07/2016,7:49:17 PM,NA,NA,19,Evening,No,
3698,Airport,NA,No Cars Available,13/07/2016 19:51:48,NA,13/07/2016,7:51:48 PM,NA,NA,19,Evening,No,
3699,Airport,NA,No Cars Available,13/07/2016 19:45:37,NA,13/07/2016,7:45:37 PM,NA,NA,19,Evening,No,
3700,Airport,NA,No Cars Available,13/07/2016 19:50:19,NA,13/07/2016,7:50:19 PM,NA,NA,19,Evening,No,
3701,Airport,291,Trip Completed,13/07/2016 19:46:35,13/07/2016 20:51:03,13/07/2016,7:46:35 PM,13/07/2016,8:51:03 PM,19,Evening,Yes,
3702,Airport,NA,No Cars Available,13/07/2016 19:50:13,NA,13/07/2016,7:50:13 PM,NA,NA,19,Evening,No,
3703,Airport,207,Trip Completed,13/07/2016 19:42:01,13/07/2016 20:50:38,13/07/2016,7:42:01 PM,13/07/2016,8:50:38 PM,19,Evening,Yes,
3704,Airport,263,Cancelled,13/07/2016 19:47:50,NA,13/07/2016,7:47:50 PM,NA,NA,19,Evening,No,
3705,Airport,NA,No Cars Available,13/07/2016 19:47:39,NA,13/07/2016,7:47:39 PM,NA,NA,19,Evening,No,
3706,Airport,NA,No Cars Available,13/07/2016 19:49:05,NA,13/07/2016,7:49:05 PM,NA,NA,19,Evening,No,
3707,Airport,NA,No Cars Available,13/07/2016 19:48:27,NA,13/07/2016,7:48:27 PM,NA,NA,19,Evening,No,
3708,Airport,NA,No Cars Available,13/07/2016 19:45:28,NA,13/07/2016,7:45:28 PM,NA,NA,19,Evening,No,
3709,Airport,NA,No Cars Available,13/07/2016 19:44:06,NA,13/07/2016,7:44:06 PM,NA,NA,19,Evening,No,
3710,Airport,NA,No Cars Available,13/07/2016 19:51:59,NA,13/07/2016,7:51:59 PM,NA,NA,19,Evening,No,
